as_of,market,barrio,bedroom_bucket,furnished_mode,price_band,band_lo_usd,band_hi_usd,n_active,arrivals_30d,left_market_30d,fast_exits_30d,median_days_listed_km,exited_median_days,n_events
2026-08-20,buenos-aires,Villa Devoto,4,a,1,,2500.00,11,12,12,0,41.00,53.50,31
2026-08-20,buenos-aires,Villa Devoto,4,a,2,2500.00,3900.00,9,12,9,2,35.00,35.00,25
2026-08-20,buenos-aires,Villa Devoto,4,a,4,4900.00,,4,9,14,4,23.00,27.50,25
2026-08-20,buenos-aires,Villa Devoto,4,f,0,,,4,3,5,0,28.00,57.00,23
2026-08-20,buenos-aires,Villa Devoto,4,n,0,,,14,11,6,1,35.00,32.00,32
2026-08-20,buenos-aires,Villa Devoto,4,u,0,,,13,25,28,5,41.00,41.00,44
2026-08-20,buenos-aires,Villa General Mitre,-1,a,0,,,152,242,255,60,24.00,33.00,833
2026-08-20,buenos-aires,Villa General Mitre,0,a,0,,,32,61,85,22,22.00,32.00,210
2026-08-20,buenos-aires,Villa General Mitre,0,a,1,,388.69,10,12,28,3,33.00,43.50,55
2026-08-20,buenos-aires,Villa General Mitre,0,a,2,388.69,452.46,7,18,19,9,19.00,17.00,51
2026-08-20,buenos-aires,Villa General Mitre,0,a,3,452.46,508.71,7,20,17,8,18.00,24.00,50
2026-08-20,buenos-aires,Villa General Mitre,0,a,4,508.71,,8,11,21,2,22.00,35.00,52
2026-08-20,buenos-aires,Villa General Mitre,0,f,0,,,3,4,3,1,22.00,36.00,23
2026-08-20,buenos-aires,Villa General Mitre,0,n,0,,,15,27,66,15,23.00,33.00,143
2026-08-20,buenos-aires,Villa General Mitre,0,n,1,,376.71,3,3,19,1,33.00,43.00,33
2026-08-20,buenos-aires,Villa General Mitre,0,n,2,376.71,440.13,5,8,15,5,24.00,35.00,39
2026-08-20,buenos-aires,Villa General Mitre,0,n,3,440.13,490.45,4,11,15,8,15.00,15.00,35
2026-08-20,buenos-aires,Villa General Mitre,0,n,4,490.45,,3,5,17,1,27.00,39.00,35
2026-08-20,buenos-aires,Villa General Mitre,0,u,0,,,14,30,16,6,22.00,25.00,44
2026-08-20,buenos-aires,Villa General Mitre,1,a,0,,,75,108,86,23,24.00,32.50,349
2026-08-20,buenos-aires,Villa General Mitre,1,a,1,,472.13,15,17,27,7,25.00,31.00,95
2026-08-20,buenos-aires,Villa General Mitre,1,a,2,472.13,537.71,20,37,22,5,29.00,35.00,83
2026-08-20,buenos-aires,Villa General Mitre,1,a,3,537.71,627.06,17,21,19,7,22.00,28.00,84
2026-08-20,buenos-aires,Villa General Mitre,1,a,4,627.06,,23,33,18,4,23.00,34.00,87
2026-08-20,buenos-aires,Villa General Mitre,1,f,0,,,9,8,9,2,22.00,37.00,56
2026-08-20,buenos-aires,Villa General Mitre,1,n,0,,,30,33,56,11,22.00,35.50,212
2026-08-20,buenos-aires,Villa General Mitre,1,n,1,,448.72,10,10,15,5,23.00,19.00,55
2026-08-20,buenos-aires,Villa General Mitre,1,n,2,448.72,511.18,6,12,15,5,25.00,29.00,54
2026-08-20,buenos-aires,Villa General Mitre,1,n,3,511.18,578.07,9,7,13,1,22.00,38.00,50
2026-08-20,buenos-aires,Villa General Mitre,1,n,4,578.07,,5,4,13,0,18.00,41.00,53
2026-08-20,buenos-aires,Villa General Mitre,1,u,0,,,36,67,21,10,29.00,27.00,81
2026-08-20,buenos-aires,Villa General Mitre,1,u,1,,512.82,10,16,3,1,29.00,31.00,21
2026-08-20,buenos-aires,Villa General Mitre,1,u,3,569.58,685.90,7,15,6,3,25.00,19.00,21
2026-08-20,buenos-aires,Villa General Mitre,1,u,4,685.90,,11,19,6,2,35.00,34.50,20
2026-08-20,buenos-aires,Villa General Mitre,2,a,0,,,22,42,52,11,22.00,33.00,190
2026-08-20,buenos-aires,Villa General Mitre,2,a,1,,611.51,2,4,15,2,28.00,41.00,48
2026-08-20,buenos-aires,Villa General Mitre,2,a,2,611.51,711.97,5,8,14,5,16.00,29.00,52
2026-08-20,buenos-aires,Villa General Mitre,2,a,3,711.97,871.08,4,11,11,1,14.00,34.00,48
2026-08-20,buenos-aires,Villa General Mitre,2,a,4,871.08,,11,18,12,3,27.00,29.00,42
2026-08-20,buenos-aires,Villa General Mitre,2,n,0,,,11,18,42,7,25.00,34.00,140
2026-08-20,buenos-aires,Villa General Mitre,2,n,1,,601.40,2,2,13,0,32.00,43.00,34
2026-08-20,buenos-aires,Villa General Mitre,2,n,2,601.40,699.30,2,4,11,4,18.00,29.00,39
2026-08-20,buenos-aires,Villa General Mitre,2,n,3,699.30,841.42,3,6,10,2,22.00,33.00,35
2026-08-20,buenos-aires,Villa General Mitre,2,n,4,841.42,,4,6,8,1,27.00,31.00,32
2026-08-20,buenos-aires,Villa General Mitre,2,u,0,,,11,24,9,4,19.00,22.00,39
2026-08-20,buenos-aires,Villa General Mitre,3,a,0,,,15,20,27,2,30.00,36.00,67
2026-08-20,buenos-aires,Villa General Mitre,3,a,2,893.90,1000.00,11,13,4,0,31.00,33.50,23
2026-08-20,buenos-aires,Villa General Mitre,3,n,0,,,5,6,20,1,31.00,36.50,41
2026-08-20,buenos-aires,Villa General Mitre,3,u,0,,,10,13,6,0,25.00,36.50,23
2026-08-20,buenos-aires,Villa Lugano,-1,a,0,,,107,172,162,37,22.00,29.00,589
2026-08-20,buenos-aires,Villa Lugano,0,a,0,,,3,10,12,3,20.00,40.00,52
2026-08-20,buenos-aires,Villa Lugano,0,n,0,,,0,1,10,1,14.00,47.50,34
2026-08-20,buenos-aires,Villa Lugano,1,a,0,,,33,67,47,15,20.00,28.00,194
2026-08-20,buenos-aires,Villa Lugano,1,a,1,,414.01,5,13,8,2,21.00,28.50,47
2026-08-20,buenos-aires,Villa Lugano,1,a,2,414.01,472.49,6,16,17,6,23.00,25.00,48
2026-08-20,buenos-aires,Villa Lugano,1,a,3,472.49,575.16,16,28,11,4,26.00,28.00,46
2026-08-20,buenos-aires,Villa Lugano,1,a,4,575.16,,6,10,11,3,16.00,26.00,53
2026-08-20,buenos-aires,Villa Lugano,1,n,0,,,7,15,34,7,19.00,28.00,136
2026-08-20,buenos-aires,Villa Lugano,1,n,1,,419.58,0,2,5,1,22.00,28.00,33
2026-08-20,buenos-aires,Villa Lugano,1,n,2,419.58,495.18,2,6,12,3,23.00,28.50,33
2026-08-20,buenos-aires,Villa Lugano,1,n,3,495.18,610.93,4,6,10,3,15.00,27.00,36
2026-08-20,buenos-aires,Villa Lugano,1,n,4,610.93,,1,1,7,0,17.00,28.00,34
2026-08-20,buenos-aires,Villa Lugano,1,u,0,,,25,52,12,8,23.00,17.50,50
2026-08-20,buenos-aires,Villa Lugano,2,a,0,,,54,75,73,15,24.00,30.00,262
2026-08-20,buenos-aires,Villa Lugano,2,a,1,,446.60,15,19,16,2,24.00,27.00,66
2026-08-20,buenos-aires,Villa Lugano,2,a,2,446.60,513.90,15,20,16,5,22.00,28.50,67
2026-08-20,buenos-aires,Villa Lugano,2,a,3,513.90,587.46,8,13,21,1,22.00,30.00,63
2026-08-20,buenos-aires,Villa Lugano,2,a,4,587.46,,15,23,19,7,23.00,34.00,64
2026-08-20,buenos-aires,Villa Lugano,2,n,0,,,19,19,62,13,24.00,29.50,177
2026-08-20,buenos-aires,Villa Lugano,2,n,1,,440.92,8,5,14,2,24.00,28.00,46
2026-08-20,buenos-aires,Villa Lugano,2,n,2,440.92,495.18,5,5,16,3,22.00,28.50,47
2026-08-20,buenos-aires,Villa Lugano,2,n,3,495.18,570.96,0,1,14,1,14.00,32.00,43
2026-08-20,buenos-aires,Villa Lugano,2,n,4,570.96,,5,8,18,7,24.00,28.50,40
2026-08-20,buenos-aires,Villa Lugano,2,u,0,,,34,53,10,2,31.00,34.00,68
2026-08-20,buenos-aires,Villa Lugano,3,a,0,,,10,14,24,3,26.00,31.00,64
2026-08-20,buenos-aires,Villa Lugano,3,n,0,,,3,3,19,2,26.00,28.00,46
2026-08-20,buenos-aires,Villa Luro,-1,a,0,,,148,251,248,48,28.00,31.50,788
2026-08-20,buenos-aires,Villa Luro,0,a,0,,,45,83,68,12,28.00,29.00,216
2026-08-20,buenos-aires,Villa Luro,0,a,1,,378.21,9,14,19,2,28.00,33.00,57
2026-08-20,buenos-aires,Villa Luro,0,a,2,378.21,420.71,12,24,20,3,30.00,33.00,53
2026-08-20,buenos-aires,Villa Luro,0,a,3,420.71,479.23,9,20,13,5,22.00,23.00,55
2026-08-20,buenos-aires,Villa Luro,0,a,4,479.23,,15,25,15,2,28.00,28.00,50
2026-08-20,buenos-aires,Villa Luro,0,f,0,,,5,7,3,1,28.00,28.00,21
2026-08-20,buenos-aires,Villa Luro,0,n,0,,,13,14,45,1,28.00,35.00,124
2026-08-20,buenos-aires,Villa Luro,0,n,1,,361.11,3,4,15,1,28.00,34.00,30
2026-08-20,buenos-aires,Villa Luro,0,n,2,361.11,408.17,4,4,10,0,26.00,34.00,33
2026-08-20,buenos-aires,Villa Luro,0,n,3,408.17,475.52,1,1,10,0,28.00,35.00,32
2026-08-20,buenos-aires,Villa Luro,0,n,4,475.52,,5,5,10,0,28.00,36.50,29
2026-08-20,buenos-aires,Villa Luro,0,u,0,,,27,62,20,10,28.00,23.00,71
2026-08-20,buenos-aires,Villa Luro,0,u,1,,387.82,7,14,6,2,30.00,28.00,20
2026-08-20,buenos-aires,Villa Luro,1,a,0,,,54,91,115,21,28.00,34.00,341
2026-08-20,buenos-aires,Villa Luro,1,a,1,,480.26,6,9,32,2,29.00,46.00,85
2026-08-20,buenos-aires,Villa Luro,1,a,2,480.26,555.56,19,17,28,1,29.00,32.00,92
2026-08-20,buenos-aires,Villa Luro,1,a,3,555.56,647.43,16,34,28,9,19.00,27.00,82
2026-08-20,buenos-aires,Villa Luro,1,a,4,647.43,,13,31,27,9,27.00,34.00,82
2026-08-20,buenos-aires,Villa Luro,1,f,0,,,6,7,1,0,29.00,74.00,23
2026-08-20,buenos-aires,Villa Luro,1,n,0,,,18,23,87,8,28.00,36.00,236
2026-08-20,buenos-aires,Villa Luro,1,n,1,,463.58,2,3,26,1,31.00,46.50,60
2026-08-20,buenos-aires,Villa Luro,1,n,2,463.58,529.80,4,1,19,0,28.00,39.00,57
2026-08-20,buenos-aires,Villa Luro,1,n,3,529.80,622.96,8,9,21,2,21.00,29.00,60
2026-08-20,buenos-aires,Villa Luro,1,n,4,622.96,,4,10,21,5,23.00,36.00,59
2026-08-20,buenos-aires,Villa Luro,1,u,0,,,30,61,27,13,31.00,17.00,82
2026-08-20,buenos-aires,Villa Luro,1,u,1,,500.00,7,9,7,1,29.00,26.00,23
2026-08-20,buenos-aires,Villa Luro,1,u,3,596.72,662.42,10,20,7,7,16.00,11.00,21
2026-08-20,buenos-aires,Villa Luro,2,a,0,,,39,59,47,11,29.00,36.00,165
2026-08-20,buenos-aires,Villa Luro,2,a,1,,582.52,7,12,16,4,30.00,41.00,42
2026-08-20,buenos-aires,Villa Luro,2,a,2,582.52,697.67,7,9,10,0,31.00,52.50,42
2026-08-20,buenos-aires,Villa Luro,2,a,3,697.67,900.66,12,16,10,3,26.00,26.50,41
2026-08-20,buenos-aires,Villa Luro,2,a,4,900.66,,12,20,11,4,29.00,22.00,39
2026-08-20,buenos-aires,Villa Luro,2,n,0,,,10,9,32,0,30.00,41.00,102
2026-08-20,buenos-aires,Villa Luro,2,n,1,,570.50,2,2,9,0,30.00,78.00,25
2026-08-20,buenos-aires,Villa Luro,2,n,2,570.50,666.67,4,4,6,0,31.00,37.50,25
2026-08-20,buenos-aires,Villa Luro,2,n,3,666.67,777.78,2,1,10,0,27.00,42.00,28
2026-08-20,buenos-aires,Villa Luro,2,n,4,777.78,,2,2,7,0,30.00,32.00,24
2026-08-20,buenos-aires,Villa Luro,2,u,0,,,28,48,15,11,36.00,14.00,56
2026-08-20,buenos-aires,Villa Luro,3,a,0,,,7,13,18,4,25.00,27.50,60
2026-08-20,buenos-aires,Villa Luro,3,n,0,,,4,4,12,1,24.00,28.50,46
2026-08-20,buenos-aires,Villa Martelli,-1,a,0,,,94,120,83,31,21.00,15.00,276
2026-08-20,buenos-aires,Villa Martelli,0,a,0,,,44,51,41,17,26.00,9.00,126
2026-08-20,buenos-aires,Villa Martelli,0,a,1,,482.32,12,12,5,2,17.00,9.00,30
2026-08-20,buenos-aires,Villa Martelli,0,a,2,482.32,580.00,12,10,9,4,9.00,2.00,33
2026-08-20,buenos-aires,Villa Martelli,0,a,3,580.00,673.08,7,12,13,5,22.00,7.00,23
2026-08-20,buenos-aires,Villa Martelli,0,a,4,673.08,,11,13,10,3,27.00,21.00,33
2026-08-20,buenos-aires,Villa Martelli,0,n,0,,,32,31,27,8,15.00,15.00,88
2026-08-20,buenos-aires,Villa Martelli,0,n,1,,459.46,10,8,2,0,32.00,71.00,22
2026-08-20,buenos-aires,Villa Martelli,0,n,2,459.46,565.79,10,9,8,3,9.00,5.50,25
2026-08-20,buenos-aires,Villa Martelli,0,n,3,565.79,620.00,5,7,9,4,7.00,5.00,20
2026-08-20,buenos-aires,Villa Martelli,0,n,4,620.00,,7,7,8,1,29.00,81.50,21
2026-08-20,buenos-aires,Villa Martelli,0,u,0,,,12,20,13,9,27.00,1.00,35
2026-08-20,buenos-aires,Villa Martelli,1,a,0,,,25,36,33,8,23.00,23.00,88
2026-08-20,buenos-aires,Villa Martelli,1,a,1,,500.00,6,14,11,4,23.00,23.00,22
2026-08-20,buenos-aires,Villa Martelli,1,a,2,500.00,570.49,6,7,8,1,21.00,20.50,22
2026-08-20,buenos-aires,Villa Martelli,1,a,3,570.49,830.00,8,10,11,3,15.00,15.00,34
2026-08-20,buenos-aires,Villa Martelli,1,n,0,,,15,18,26,6,22.00,22.00,65
2026-08-20,buenos-aires,Villa Martelli,1,n,3,616.88,830.00,5,6,7,2,15.00,15.00,26
2026-08-20,buenos-aires,Villa Martelli,1,u,0,,,10,18,6,2,43.00,30.50,20
2026-08-20,buenos-aires,Villa Martelli,2,a,0,,,13,15,6,4,13.00,4.50,36
2026-08-20,buenos-aires,Villa Ortúzar,-1,a,0,,,271,328,308,128,22.00,19.50,975
2026-08-20,buenos-aires,Villa Ortúzar,0,a,0,,,103,136,113,48,24.00,21.00,342
2026-08-20,buenos-aires,Villa Ortúzar,0,a,1,,430.46,24,33,35,13,28.00,26.00,83
2026-08-20,buenos-aires,Villa Ortúzar,0,a,2,430.46,503.27,30,39,31,15,25.00,22.00,87
2026-08-20,buenos-aires,Villa Ortúzar,0,a,3,503.27,580.00,26,40,34,16,14.00,9.50,99
2026-08-20,buenos-aires,Villa Ortúzar,0,a,4,580.00,,21,23,13,4,28.00,24.00,71
2026-08-20,buenos-aires,Villa Ortúzar,0,f,0,,,15,24,23,13,9.00,7.00,108
2026-08-20,buenos-aires,Villa Ortúzar,0,f,1,,500.00,3,7,6,5,11.00,7.00,27
2026-08-20,buenos-aires,Villa Ortúzar,0,f,2,500.00,558.98,6,12,9,6,9.00,6.00,26
2026-08-20,buenos-aires,Villa Ortúzar,0,f,3,558.98,600.00,2,3,7,2,4.00,14.00,34
2026-08-20,buenos-aires,Villa Ortúzar,0,f,4,600.00,,3,1,1,0,31.00,79.00,20
2026-08-20,buenos-aires,Villa Ortúzar,0,n,0,,,66,87,71,31,26.00,21.00,175
2026-08-20,buenos-aires,Villa Ortúzar,0,n,1,,416.67,16,24,22,11,26.00,21.50,43
2026-08-20,buenos-aires,Villa Ortúzar,0,n,2,416.67,467.95,18,21,17,6,30.00,30.00,44
2026-08-20,buenos-aires,Villa Ortúzar,0,n,3,467.95,547.85,16,20,16,6,26.00,15.50,44
2026-08-20,buenos-aires,Villa Ortúzar,0,n,4,547.85,,16,22,16,8,16.00,14.00,44
2026-08-20,buenos-aires,Villa Ortúzar,0,u,0,,,22,25,19,4,29.00,29.00,59
2026-08-20,buenos-aires,Villa Ortúzar,1,a,0,,,79,100,124,47,21.00,21.50,366
2026-08-20,buenos-aires,Villa Ortúzar,1,a,1,,550.16,14,22,29,12,19.00,13.00,90
2026-08-20,buenos-aires,Villa Ortúzar,1,a,2,550.16,662.25,12,24,29,12,21.00,27.00,92
2026-08-20,buenos-aires,Villa Ortúzar,1,a,3,662.25,850.00,18,27,33,12,19.00,13.00,96
2026-08-20,buenos-aires,Villa Ortúzar,1,a,4,850.00,,33,26,32,10,31.00,29.50,85
2026-08-20,buenos-aires,Villa Ortúzar,1,f,0,,,26,23,28,13,23.00,11.50,92
2026-08-20,buenos-aires,Villa Ortúzar,1,f,1,,749.29,2,3,2,2,22.00,8.00,23
2026-08-20,buenos-aires,Villa Ortúzar,1,f,2,749.29,850.00,5,11,8,6,11.00,7.00,23
2026-08-20,buenos-aires,Villa Ortúzar,1,f,3,850.00,1200.00,6,8,18,5,29.00,30.00,33
2026-08-20,buenos-aires,Villa Ortúzar,1,n,0,,,40,59,82,28,21.00,26.50,218
2026-08-20,buenos-aires,Villa Ortúzar,1,n,1,,514.47,13,16,15,7,21.00,13.00,53
2026-08-20,buenos-aires,Villa Ortúzar,1,n,2,514.47,617.83,7,16,19,9,15.00,11.00,56
2026-08-20,buenos-aires,Villa Ortúzar,1,n,3,617.83,771.70,8,11,19,5,27.00,27.00,56
2026-08-20,buenos-aires,Villa Ortúzar,1,n,4,771.70,,12,16,29,7,30.00,32.00,53
2026-08-20,buenos-aires,Villa Ortúzar,1,u,0,,,13,18,14,6,15.00,21.50,56
2026-08-20,buenos-aires,Villa Ortúzar,2,a,0,,,72,66,46,18,27.00,15.00,182
2026-08-20,buenos-aires,Villa Ortúzar,2,a,1,,771.70,10,5,12,1,17.00,33.00,47
2026-08-20,buenos-aires,Villa Ortúzar,2,a,2,771.70,984.02,13,18,14,8,23.00,6.00,44
2026-08-20,buenos-aires,Villa Ortúzar,2,a,3,984.02,1294.50,24,27,12,7,22.00,11.50,47
2026-08-20,buenos-aires,Villa Ortúzar,2,a,4,1294.50,,23,16,7,2,30.00,28.00,41
2026-08-20,buenos-aires,Villa Ortúzar,2,f,0,,,14,7,5,2,28.00,17.00,35
2026-08-20,buenos-aires,Villa Ortúzar,2,n,0,,,44,43,29,10,22.00,15.00,119
2026-08-20,buenos-aires,Villa Ortúzar,2,n,1,,751.65,5,1,9,0,19.00,35.00,31
2026-08-20,buenos-aires,Villa Ortúzar,2,n,2,751.65,906.15,10,10,5,3,23.00,6.00,30
2026-08-20,buenos-aires,Villa Ortúzar,2,n,3,906.15,1148.65,12,16,10,5,13.00,11.50,30
2026-08-20,buenos-aires,Villa Ortúzar,2,n,4,1148.65,,17,16,5,2,31.00,31.00,28
2026-08-20,buenos-aires,Villa Ortúzar,2,u,0,,,14,16,12,6,39.00,11.50,28
2026-08-20,buenos-aires,Villa Ortúzar,3,a,0,,,8,21,20,15,15.00,6.00,64
2026-08-20,buenos-aires,Villa Ortúzar,3,a,1,,1150.00,1,6,8,5,28.00,10.50,21
2026-08-20,buenos-aires,Villa Ortúzar,3,f,0,,,1,2,1,1,28.00,5.00,22
2026-08-20,buenos-aires,Villa Ortúzar,3,n,0,,,4,11,11,8,14.00,6.00,26
2026-08-20,buenos-aires,Villa Ortúzar,4,a,0,,,9,5,5,0,40.00,57.00,21
2026-08-20,buenos-aires,Villa Pueyrredón,-1,a,0,,,174,316,346,74,24.00,30.00,1055
2026-08-20,buenos-aires,Villa Pueyrredón,0,a,0,,,67,110,117,15,27.00,32.00,336
2026-08-20,buenos-aires,Villa Pueyrredón,0,a,1,,404.04,24,23,37,5,27.00,32.00,101
2026-08-20,buenos-aires,Villa Pueyrredón,0,a,2,404.04,450.33,12,21,35,1,25.00,32.00,83
2026-08-20,buenos-aires,Villa Pueyrredón,0,a,3,450.33,499.67,14,27,27,5,27.00,32.00,78
2026-08-20,buenos-aires,Villa Pueyrredón,0,a,4,499.67,,17,38,16,4,27.00,30.00,71
2026-08-20,buenos-aires,Villa Pueyrredón,0,f,0,,,4,9,9,1,22.00,32.00,46
2026-08-20,buenos-aires,Villa Pueyrredón,0,n,0,,,26,23,78,5,27.00,35.00,202
2026-08-20,buenos-aires,Villa Pueyrredón,0,n,1,,385.85,14,8,22,0,32.00,37.00,56
2026-08-20,buenos-aires,Villa Pueyrredón,0,n,2,385.85,433.66,8,7,25,1,34.00,43.00,51
2026-08-20,buenos-aires,Villa Pueyrredón,0,n,3,433.66,474.03,3,4,17,1,14.00,30.00,51
2026-08-20,buenos-aires,Villa Pueyrredón,0,n,4,474.03,,1,4,14,3,26.00,28.50,44
2026-08-20,buenos-aires,Villa Pueyrredón,0,u,0,,,37,78,30,9,29.00,29.50,88
2026-08-20,buenos-aires,Villa Pueyrredón,0,u,1,,427.65,9,20,10,4,26.00,21.50,26
2026-08-20,buenos-aires,Villa Pueyrredón,0,u,2,427.65,459.55,6,17,10,3,29.00,29.50,21
2026-08-20,buenos-aires,Villa Pueyrredón,0,u,3,459.55,510.49,11,17,6,1,36.00,39.00,22
2026-08-20,buenos-aires,Villa Pueyrredón,1,a,0,,,58,115,124,28,20.00,30.00,422
2026-08-20,buenos-aires,Villa Pueyrredón,1,a,1,,496.69,13,18,33,2,18.00,32.00,115
2026-08-20,buenos-aires,Villa Pueyrredón,1,a,2,496.69,582.52,12,28,41,7,21.00,29.00,101
2026-08-20,buenos-aires,Villa Pueyrredón,1,a,3,582.52,666.66,18,30,21,6,22.00,29.00,102
2026-08-20,buenos-aires,Villa Pueyrredón,1,a,4,666.66,,15,38,29,13,15.00,27.00,104
2026-08-20,buenos-aires,Villa Pueyrredón,1,f,0,,,6,9,13,1,17.00,39.00,70
2026-08-20,buenos-aires,Villa Pueyrredón,1,f,3,662.02,800.00,0,1,4,0,8.00,52.00,22
2026-08-20,buenos-aires,Villa Pueyrredón,1,n,0,,,15,25,85,11,21.00,30.00,240
2026-08-20,buenos-aires,Villa Pueyrredón,1,n,1,,489.51,6,9,23,1,22.00,29.00,64
2026-08-20,buenos-aires,Villa Pueyrredón,1,n,2,489.51,549.29,0,3,27,3,20.00,31.00,59
2026-08-20,buenos-aires,Villa Pueyrredón,1,n,3,549.29,623.79,3,0,17,0,22.00,31.00,58
2026-08-20,buenos-aires,Villa Pueyrredón,1,n,4,623.79,,6,13,18,7,19.00,27.00,59
2026-08-20,buenos-aires,Villa Pueyrredón,1,u,0,,,37,81,26,16,21.00,16.00,112
2026-08-20,buenos-aires,Villa Pueyrredón,1,u,1,,496.74,7,8,3,0,16.00,32.00,31
2026-08-20,buenos-aires,Villa Pueyrredón,1,u,2,496.74,590.91,11,25,12,5,27.00,27.00,28
2026-08-20,buenos-aires,Villa Pueyrredón,1,u,3,590.91,667.98,11,24,4,4,22.00,9.00,26
2026-08-20,buenos-aires,Villa Pueyrredón,1,u,4,667.98,,8,23,7,7,14.00,8.00,27
2026-08-20,buenos-aires,Villa Pueyrredón,2,a,0,,,37,70,79,25,23.00,30.00,229
2026-08-20,buenos-aires,Villa Pueyrredón,2,a,1,,697.75,7,19,27,12,21.00,26.00,58
2026-08-20,buenos-aires,Villa Pueyrredón,2,a,2,697.75,839.16,9,19,23,8,26.00,27.00,62
2026-08-20,buenos-aires,Villa Pueyrredón,2,a,3,839.16,993.38,8,14,17,4,29.00,31.00,50
2026-08-20,buenos-aires,Villa Pueyrredón,2,a,4,993.38,,13,18,12,1,21.00,31.00,58
2026-08-20,buenos-aires,Villa Pueyrredón,2,n,0,,,13,12,40,5,23.00,31.00,143
2026-08-20,buenos-aires,Villa Pueyrredón,2,n,1,,691.09,3,5,14,4,22.00,37.50,37
2026-08-20,buenos-aires,Villa Pueyrredón,2,n,2,691.09,839.16,2,1,10,1,30.00,32.50,37
2026-08-20,buenos-aires,Villa Pueyrredón,2,n,3,839.16,964.28,6,4,8,0,30.00,33.00,35
2026-08-20,buenos-aires,Villa Pueyrredón,2,n,4,964.28,,2,2,8,0,11.00,30.00,34
2026-08-20,buenos-aires,Villa Pueyrredón,2,u,0,,,24,58,38,20,27.00,17.50,79
2026-08-20,buenos-aires,Villa Pueyrredón,2,u,1,,710.68,5,17,13,8,26.00,7.00,20
2026-08-20,buenos-aires,Villa Pueyrredón,2,u,2,710.68,798.71,5,14,13,7,13.00,12.00,21
2026-08-20,buenos-aires,Villa Pueyrredón,2,u,4,1041.94,,8,11,6,1,32.00,34.00,20
2026-08-20,buenos-aires,Villa Pueyrredón,3,a,0,,,12,19,16,5,33.00,16.00,52
2026-08-20,buenos-aires,Villa Pueyrredón,3,n,0,,,5,7,11,2,31.00,33.00,33
2026-08-20,buenos-aires,Villa Real,-1,a,0,,,16,33,56,7,18.00,27.50,143
2026-08-20,buenos-aires,Villa Real,1,a,0,,,8,13,23,2,17.00,28.00,68
2026-08-20,buenos-aires,Villa Real,1,n,0,,,2,3,17,1,17.00,30.00,44
2026-08-20,buenos-aires,Villa Real,2,a,0,,,3,7,20,2,16.00,12.50,49
2026-08-20,buenos-aires,Villa Real,2,n,0,,,1,1,17,1,10.00,10.00,34
2026-08-20,buenos-aires,Villa Riachuelo,-1,a,0,,,19,36,53,13,23.00,31.00,140
2026-08-20,buenos-aires,Villa Riachuelo,1,a,0,,,3,4,17,1,27.00,32.00,40
2026-08-20,buenos-aires,Villa Riachuelo,1,n,0,,,2,1,16,1,28.00,37.00,32
2026-08-20,buenos-aires,Villa Riachuelo,2,a,0,,,11,22,25,8,17.00,29.00,74
2026-08-20,buenos-aires,Villa Riachuelo,2,a,3,592.33,695.04,5,7,9,2,22.00,31.00,21
2026-08-20,buenos-aires,Villa Riachuelo,2,n,0,,,8,7,16,1,18.00,34.00,54
2026-08-20,buenos-aires,Villa Santa Rita,-1,a,0,,,146,252,266,64,25.00,28.00,793
2026-08-20,buenos-aires,Villa Santa Rita,0,a,0,,,45,85,89,26,26.00,27.00,228
2026-08-20,buenos-aires,Villa Santa Rita,0,a,1,,404.61,9,13,24,5,23.00,28.00,62
2026-08-20,buenos-aires,Villa Santa Rita,0,a,2,404.61,454.55,12,22,27,8,26.00,26.00,59
2026-08-20,buenos-aires,Villa Santa Rita,0,a,3,454.55,498.39,10,25,22,8,23.00,24.50,56
2026-08-20,buenos-aires,Villa Santa Rita,0,a,4,498.39,,13,23,16,5,28.00,27.50,50
2026-08-20,buenos-aires,Villa Santa Rita,0,f,0,,,4,4,6,1,29.00,37.00,21
2026-08-20,buenos-aires,Villa Santa Rita,0,n,0,,,12,18,55,7,24.00,28.00,138
2026-08-20,buenos-aires,Villa Santa Rita,0,n,1,,387.32,5,7,17,3,26.00,28.00,36
2026-08-20,buenos-aires,Villa Santa Rita,0,n,2,387.32,439.19,2,3,11,1,25.00,27.00,34
2026-08-20,buenos-aires,Villa Santa Rita,0,n,3,439.19,490.20,1,3,17,2,22.00,28.00,36
2026-08-20,buenos-aires,Villa Santa Rita,0,n,4,490.20,,4,5,10,1,27.00,27.50,32
2026-08-20,buenos-aires,Villa Santa Rita,0,u,0,,,29,63,28,18,29.00,20.00,69
2026-08-20,buenos-aires,Villa Santa Rita,1,a,0,,,50,82,97,18,24.00,30.00,310
2026-08-20,buenos-aires,Villa Santa Rita,1,a,1,,472.97,18,25,26,5,28.00,28.00,74
2026-08-20,buenos-aires,Villa Santa Rita,1,a,2,472.97,551.41,16,30,27,7,24.00,28.00,76
2026-08-20,buenos-aires,Villa Santa Rita,1,a,3,551.41,630.22,8,12,24,3,24.00,33.50,78
2026-08-20,buenos-aires,Villa Santa Rita,1,a,4,630.22,,8,14,19,2,21.00,33.00,75
2026-08-20,buenos-aires,Villa Santa Rita,1,f,0,,,2,2,12,1,26.00,22.50,39
2026-08-20,buenos-aires,Villa Santa Rita,1,n,0,,,15,18,67,9,24.00,33.00,202
2026-08-20,buenos-aires,Villa Santa Rita,1,n,1,,466.90,6,4,17,1,27.00,30.00,48
